timestamp,indication_counter,latency_us,ue1_ngap_id,ue1_ran_ue_id,ue1_prb_dl,ue1_prb_ul,ue1_pdcp_dl_kb,ue1_pdcp_ul_kb,ue1_delay_us,ue1_thp_dl_kbps,ue1_thp_ul_kbps,ue1_is_burst,ue1_prb_allocation,ue2_ngap_id,ue2_ran_ue_id,ue2_prb_dl,ue2_prb_ul,ue2_pdcp_dl_kb,ue2_pdcp_ul_kb,ue2_delay_us,ue2_thp_dl_kbps,ue2_thp_ul_kbps,ue2_is_burst,ue2_prb_allocation,rc_drb_id,rc_qfi,rc_mapping_ind
1.76159E+15,61,1.76159E+15,21,1,190,8768,3,2034,0,4.37,2046.99,0,24,22,2,165,28157,3,16310,0,4.3,16393.48,1,106,6,4,1
1.76159E+15,62,1.76159E+15,21,1,190,8820,3,2022,0,4.39,2035.06,0,24,22,2,165,27761,3,16381,0,4.3,16473.57,1,106,6,4,1
1.76159E+15,63,1.76159E+15,21,1,180,9158,3,2069,0,4.32,2094.58,0,25,22,2,175,27567,3,16322,0,4.3,16405.56,1,106,6,4,1
1.76159E+15,64,1.76159E+15,21,1,180,8759,3,1975,0,4.37,1977.26,0,23,22,2,175,28140,3,16156,0,4.32,16241.98,1,106,6,4,1
1.76159E+15,65,1.76159E+15,21,1,170,8776,3,2046,0,4.27,2059.09,0,24,22,2,170,27729,3,16463,0,4.3,16547.38,1,106,6,4,1
1.76159E+15,66,1.76159E+15,21,1,185,8838,3,2105,0,4.34,2116.72,0,25,22,2,160,27549,3,16097,0,4.3,16178.82,1,106,6,4,1
1.76159E+15,67,1.76159E+15,21,1,170,8521,3,1987,0,4.34,2000.2,0,24,22,2,180,28186,3,16475,430,4.32,16567.47,1,106,6,4,1
1.76159E+15,68,1.76159E+15,21,1,180,9270,3,2105,0,4.32,2117.54,0,25,22,2,170,27572,3,16251,0,4.3,16332.95,1,106,6,4,1
1.76159E+15,69,1.76159E+15,21,1,185,8893,3,1975,0,4.39,1989.2,0,23,22,2,175,28346,3,16416,0,4.32,16503.16,1,106,6,4,1
1.76159E+15,70,1.76159E+15,21,1,185,8828,3,2105,0,4.39,2116.6,0,25,22,2,180,21430,8,12479,411.67,9.9,12542.96,0,106,5,9,1
1.76159E+15,71,1.76159E+15,21,1,180,8733,3,2034,0,4.32,2047.19,0,24,22,2,155,12900,6,6348,0,7.27,6393.94,0,76,5,9,1
1.76159E+15,72,1.76159E+15,21,1,175,8989,3,2010,0,4.3,2024.94,0,24,22,2,160,15932,3,8162,229,4.25,8194.83,0,98,5,9,1
1.76159E+15,73,1.76159E+15,21,1,185,8948,3,2093,0,4.39,2104.98,0,25,22,2,160,16830,3,8068,404,4.22,8111.01,0,97,5,9,1
1.76159E+15,74,1.76159E+15,21,1,180,9095,3,2034,0,4.32,2047.31,0,24,22,2,160,16284,3,8127,2139,4.25,8173.37,0,98,5,9,1
1.76159E+15,75,1.76159E+15,21,1,180,8660,3,2010,0,4.34,2023.24,0,24,22,2,160,16665,3,8139,0,4.25,8183.18,0,98,5,9,1
1.76159E+15,76,1.76159E+15,21,1,175,9086,3,2069,0,4.32,2082.8,0,24,22,2,160,16563,3,8257,55,4.25,8296.79,0,99,5,9,1
1.76159E+15,77,1.76159E+15,21,1,165,8775,3,2022,0,4.32,2035.18,0,24,22,2,155,16741,3,8209,676,4.2,8258.72,0,99,5,9,1
1.76159E+15,78,1.76159E+15,21,1,185,9005,3,2046,0,4.37,2059.13,0,24,22,2,155,16626,3,8103,0,4.22,8222.39,0,98,5,9,1
1.76159E+15,79,1.76159E+15,21,1,180,8955,3,2057,609,4.32,2070.9,0,24,22,2,175,16041,3,7985,747,4.3,7948.51,0,95,5,9,1
1.76159E+15,80,1.76159E+15,21,1,170,8828,3,2046,591,4.27,2059.13,0,24,22,2,150,16603,3,8363,654,4.18,8412.72,0,100,5,9,1
1.76159E+15,81,1.76159E+15,21,1,175,8942,3,2034,165,4.34,2058.75,0,24,22,2,160,16378,3,7926,201,4.25,7962.83,0,95,5,9,1
1.76159E+15,82,1.76159E+15,21,1,180,8752,3,1998,221,4.32,1999.82,0,23,22,2,155,16437,3,8292,260,4.22,8341.27,0,100,5,9,1
1.76159E+15,83,1.76159E+15,21,1,185,9135,3,2010,0,4.34,2024.85,0,24,22,2,165,16278,3,8174,619,4.27,8213.39,0,98,5,9,1
1.76159E+15,84,1.76159E+15,21,1,180,8783,3,2046,0,4.34,2058.97,0,24,22,2,155,16428,3,8103,557,4.2,8148.78,0,97,5,9,1
1.76159E+15,85,1.76159E+15,21,1,190,8859,3,2057,0,4.37,2076.18,0,24,22,2,160,16515,3,8198,0,4.22,8247.96,0,98,5,9,1
1.76159E+15,86,1.76159E+15,21,1,180,8866,3,2093,0,4.32,2099.54,0,25,22,2,145,16168,3,8139,0,4.2,8173.93,0,98,5,9,1
1.76159E+15,87,1.76159E+15,21,1,165,8765,3,2010,0,4.3,2023.36,0,24,22,2,150,16610,3,8221,0,4.18,8274.42,0,99,5,9,1
1.76159E+15,88,1.76159E+15,21,1,180,9080,3,2010,0,4.32,2024.93,0,24,22,2,165,16684,3,8268,0,4.25,8304.08,0,99,5,9,1
1.76159E+15,89,1.76159E+15,21,1,185,9354,4,2035,142,5.04,2047.22,0,24,22,2,150,15763,3,7938,0,4.2,7990.82,0,95,5,9,1
1.76159E+15,90,1.76159E+15,21,1,170,8814,3,2093,685,4.3,2105.84,0,25,22,2,150,16424,4,8352,144,4.9,8386.12,0,100,5,9,1
1.76159E+15,91,1.76159E+15,21,1,185,9107,3,2057,242,4.34,2073.21,0,24,22,2,145,15781,2,7961,0,3.46,8003.58,0,96,5,9,1
1.76159E+15,92,1.76159E+15,21,1,175,8712,2,2045,0,3.6,2055.86,0,24,22,2,150,17040,3,8316,0,4.2,8362.63,0,100,5,9,1
1.76159E+15,93,1.76159E+15,21,1,185,8767,3,1975,0,4.37,1989.08,0,23,22,2,170,16637,3,8221,357,4.27,8263.25,0,99,5,9,1
1.76159E+15,94,1.76159E+15,21,1,190,8914,3,2116,319,4.37,2128.54,0,25,22,2,150,16004,3,8044,620,4.2,8087.85,0,97,5,9,1
1.76159E+15,95,1.76159E+15,21,1,175,8842,2,2045,0,3.6,2058.18,0,24,22,2,155,16342,2,8138,0,3.53,8192.63,0,98,5,9,1
1.76159E+15,96,1.76159E+15,21,1,185,8656,3,1987,0,4.37,2000.28,0,24,22,2,160,16691,3,8233,1375,4.22,8272.05,0,99,5,9,1
1.76159E+15,97,1.76159E+15,21,1,165,9321,3,2081,0,4.27,2097.15,0,25,22,2,155,15872,3,8009,305,4.22,8045.09,0,96,5,9,1
1.76159E+15,98,1.76159E+15,21,1,165,8786,3,2022,0,4.27,2032.81,0,24,22,2,150,16382,3,8363,0,4.2,8407.65,0,100,5,9,1
1.76159E+15,99,1.76159E+15,21,1,185,8902,3,1998,0,4.37,2012.43,0,24,22,2,155,16259,3,8068,0,4.2,8118.82,0,97,5,9,1
1.76159E+15,100,1.76159E+15,21,1,175,9244,4,2105,833,4.99,2121.89,0,25,22,2,150,15682,3,8020,0,4.18,8057.24,0,96,5,9,1
1.76159E+15,101,1.76159E+15,21,1,170,8872,2,1986,0,3.6,1995.67,0,23,22,2,140,16502,3,8268,0,4.15,8321.08,0,99,5,9,1
1.76159E+15,102,1.76159E+15,21,1,170,8943,3,2116,0,4.27,2129.59,0,25,22,2,155,16286,3,8103,0,4.2,8147.44,0,97,5,9,1
1.76159E+15,103,1.76159E+15,21,1,195,8529,3,1987,0,4.39,2000.24,0,24,22,2,150,15937,3,8044,0,4.2,8079.09,0,96,5,9,1
1.76159E+15,104,1.76159E+15,21,1,175,9230,4,2023,227,5.04,2036.74,0,24,22,2,165,16589,4,8222,408,4.94,8267.49,0,99,5,9,1
1.76159E+15,105,1.76159E+15,21,1,170,8926,3,2116,94,4.27,2128.79,0,25,22,2,160,16534,2,8256,0,3.53,8296.86,0,99,5,9,1
1.76159E+15,106,1.76159E+15,21,1,180,8761,2,1986,0,3.65,1999.6,0,23,22,2,160,16601,3,8198,0,4.25,8250.22,0,99,5,9,1
1.76159E+15,107,1.76159E+15,21,1,175,9059,3,2081,0,4.34,2096.91,0,25,22,2,135,16843,3,8139,0,4.15,8230.69,0,98,5,9,1
1.76159E+15,108,1.76159E+15,21,1,175,8795,3,2022,0,4.3,2032.05,0,24,22,2,150,16065,3,7997,0,4.18,7989.22,0,95,5,9,1
1.76159E+15,109,1.76159E+15,21,1,175,9118,3,2069,0,4.34,2082.84,0,24,22,2,150,16405,3,8328,0,4.2,8377.91,0,100,5,9,1
1.76159E+15,110,1.76159E+15,21,1,170,8974,4,2035,813,5.06,2047.87,0,24,22,2,155,16591,3,8209,0,4.22,8242.53,0,98,5,9,1
1.76159E+15,111,1.76159E+15,21,1,175,8661,2,2010,0,3.6,2023.12,0,24,22,2,145,16800,3,8174,0,4.15,8218.15,0,98,5,9,1
1.76159E+15,112,1.76159E+15,21,1,180,9190,3,2010,0,4.32,2024.29,0,24,22,2,155,16096,3,8080,0,4.22,8122.9,0,97,5,9,1
1.76159E+15,113,1.76159E+15,21,1,165,9127,3,2105,0,4.3,2116.92,0,25,22,2,160,16765,3,8257,0,4.22,8300.82,0,99,5,9,1
1.76159E+15,114,1.76159E+15,21,1,170,8844,3,2034,0,4.27,2058.91,0,24,22,2,160,15991,3,8068,0,4.22,8122.82,0,97,5,9,1
1.76159E+15,115,1.76159E+15,21,1,175,8661,4,2023,260,5.06,2024.1,0,24,22,2,155,16623,3,8080,0,4.25,8115.77,0,97,5,9,1
1.76159E+15,116,1.76159E+15,21,1,175,9130,3,2081,191,4.32,2094.74,0,25,22,2,170,16213,3,8139,0,4.27,8177.91,0,98,5,9,1
1.76159E+15,117,1.76159E+15,21,1,175,9029,2,2021,0,3.6,2046.35,0,24,22,2,150,16393,3,8316,0,4.18,8367.82,0,100,5,9,1
1.76159E+15,118,1.76159E+15,21,1,175,8809,3,2034,0,4.32,2035.38,0,24,22,2,170,16509,3,7926,0,4.3,7962.17,0,95,5,9,1
1.76159E+15,119,1.76159E+15,21,1,180,8970,3,1998,0,4.34,2018.47,0,24,22,2,150,16719,3,8292,506,4.2,8343.67,0,100,5,9,1
